 Corr.Time[ms]           Correlation(1->2+2->1)  Weighting(1->2+2->1)    Correlation(1->2)       Weighting(1->2)         Correlation(2->1)       Weighting(2->1)
 1.61061286926270E+0001  2.89108248043643E-0001  3.11259556726915E+0001  2.89108248043643E-0001  3.11259556726915E+0001  2.89108248043643E-0001  3.11259556726915E+0001
 1.93273544311523E+0001  4.16885579900738E-0002  4.76640317592625E+0001  4.16885579900738E-0002  4.76640317592625E+0001  4.16885579900738E-0002  4.76640317592625E+0001
 2.36223220825195E+0001  3.32600731680478E-0002  4.61919122329213E+0001  3.32600731680478E-0002  4.61919122329213E+0001  3.32600731680478E-0002  4.61919122329213E+0001
 2.79172878265381E+0001  3.07021694853686E-0002  4.37183432061638E+0001  3.07021694853686E-0002  4.37183432061638E+0001  3.07021694853686E-0002  4.37183432061638E+0001
 3.22122573852539E+0001  2.29566285991042E-0002  4.58459282730632E+0001  2.29566285991042E-0002  4.58459282730632E+0001  2.29566285991042E-0002  4.58459282730632E+0001
 3.86547088623047E+0001  2.21018816737984E-0002  4.71860851133754E+0001  2.21018816737984E-0002  4.71860851133754E+0001  2.21018816737984E-0002  4.71860851133754E+0001
 4.72446441650391E+0001  2.90373304239362E-0002  4.65859425684449E+0001  2.90373304239362E-0002  4.65859425684449E+0001  2.90373304239362E-0002  4.65859425684449E+0001
 5.58345756530762E+0001  2.39638820174263E-0002  4.59654852628026E+0001  2.39638820174263E-0002  4.59654852628026E+0001  2.39638820174263E-0002  4.59654852628026E+0001
 6.44245147705078E+0001  2.37487326083677E-0002  4.62324250036858E+0001  2.37487326083677E-0002  4.62324250036858E+0001  2.37487326083677E-0002  4.62324250036858E+0001
 7.73094177246094E+0001  2.54173814271138E-0002  4.72273504443233E+0001  2.54173814271138E-0002  4.72273504443233E+0001  2.54173814271138E-0002  4.72273504443233E+0001
 9.44892883300781E+0001  2.13334552637455E-0002  4.68080757580922E+0001  2.13334552637455E-0002  4.68080757580922E+0001  2.13334552637455E-0002  4.68080757580922E+0001
