 Corr.Time[ms]           Correlation(1->2+2->1)  Weighting(1->2+2->1)    Correlation(1->2)       Weighting(1->2)         Correlation(2->1)       Weighting(2->1)
 3.69098752737045E-0001  2.60584539422232E+0000  3.79389736980049E+0000  2.60584539422232E+0000  3.79389736980049E+0000  2.60584539422232E+0000  3.79389736980049E+0000
 4.36207622289658E-0001  2.30296805424113E+0000  3.62721255251501E+0000  2.30296805424113E+0000  3.62721255251501E+0000  2.30296805424113E+0000  3.62721255251501E+0000
 5.03316462039948E-0001  2.03797833489825E+0000  3.59030767936621E+0000  2.03797833489825E+0000  3.59030767936621E+0000  2.03797833489825E+0000  3.59030767936621E+0000
 6.03979766368866E-0001  1.69550350251895E+0000  3.67773416969559E+0000  1.69550350251895E+0000  3.67773416969559E+0000  1.69550350251895E+0000  3.67773416969559E+0000
 7.38197505474091E-0001  1.23115649214184E+0000  3.41935768840573E+0000  1.23115649214184E+0000  3.41935768840573E+0000  1.23115649214184E+0000  3.41935768840573E+0000
 8.72415244579315E-0001  9.01172899940409E-0001  3.34291665956878E+0000  9.01172899940409E-0001  3.34291665956878E+0000  9.01172899940409E-0001  3.34291665956878E+0000
 1.00663304328918E+0000  7.57674607299107E-0001  3.37348019599279E+0000  7.57674607299107E-0001  3.37348019599279E+0000  7.57674607299107E-0001  3.37348019599279E+0000
 1.20795965194702E+0000  6.32102232040453E-0001  3.43135271845514E+0000  6.32102232040453E-0001  3.43135271845514E+0000  6.32102232040453E-0001  3.43135271845514E+0000
 1.47639501094818E+0000  4.73099586420249E-0001  3.53902333236401E+0000  4.73099586420249E-0001  3.53902333236401E+0000  4.73099586420249E-0001  3.53902333236401E+0000
 1.74483048915863E+0000  3.61425011477600E-0001  3.80603454224365E+0000  3.61425011477600E-0001  3.80603454224365E+0000  3.61425011477600E-0001  3.80603454224365E+0000
 2.01326608657837E+0000  2.85386551216229E-0001  3.92311826021035E+0000  2.85386551216229E-0001  3.92311826021035E+0000  2.85386551216229E-0001  3.92311826021035E+0000
 2.41591930389404E+0000  2.01909790327337E-0001  4.11433631444473E+0000  2.01909790327337E-0001  4.11433631444473E+0000  2.01909790327337E-0001  4.11433631444473E+0000
 2.95279002189636E+0000  1.20809191746212E-0001  4.30624310451983E+0000  1.20809191746212E-0001  4.30624310451983E+0000  1.20809191746212E-0001  4.30624310451983E+0000
 3.48966097831726E+0000  4.18129298089233E-0001  4.70951287932890E+0000  4.18129298089233E-0001  4.70951287932890E+0000  4.18129298089233E-0001  4.70951287932890E+0000
 4.02653217315674E+0000  1.35924529251765E+0000  5.79692545177070E+0000  1.35924529251765E+0000  5.79692545177070E+0000  1.35924529251765E+0000  5.79692545177070E+0000
 4.83183860778809E+0000  4.95644857695261E-0001  5.45568451872597E+0000  4.95644857695261E-0001  5.45568451872597E+0000  4.95644857695261E-0001  5.45568451872597E+0000
 5.90558052062988E+0000 -3.17817218781322E-0002  5.27154152841596E+0000 -3.17817218781322E-0002  5.27154152841596E+0000 -3.17817218781322E-0002  5.27154152841596E+0000
 6.97932195663452E+0000 -8.46939508665150E-0002  5.60543461192041E+0000 -8.46939508665150E-0002  5.60543461192041E+0000 -8.46939508665150E-0002  5.60543461192041E+0000
 8.05306434631348E+0000  8.76726483393777E-0001  7.26939930389902E+0000  8.76726483393777E-0001  7.26939930389902E+0000  8.76726483393777E-0001  7.26939930389902E+0000
 9.66367721557617E+0000  7.40911068225041E-0003  6.76017112136612E+0000  7.40911068225041E-0003  6.76017112136612E+0000  7.40911068225041E-0003  6.76017112136612E+0000
 1.18111610412597E+0001  3.63972966051366E-0001  8.28014693360587E+0000  3.63972966051366E-0001  8.28014693360587E+0000  3.63972966051366E-0001  8.28014693360587E+0000
 1.39586439132690E+0001 -1.06171879091855E-0001  8.65855951838631E+0000 -1.06171879091855E-0001  8.65855951838631E+0000 -1.06171879091855E-0001  8.65855951838631E+0000
 1.61061286926270E+0001  3.82369962876683E-0001  1.05727673153768E+0001  3.82369962876683E-0001  1.05727673153768E+0001  3.82369962876683E-0001  1.05727673153768E+0001
 1.93273544311523E+0001  1.13188248177360E-0001  1.20880167751643E+0001  1.13188248177360E-0001  1.20880167751643E+0001  1.13188248177360E-0001  1.20880167751643E+0001
 2.36223220825195E+0001  7.78720440181276E-0002  1.47577595200721E+0001  7.78720440181276E-0002  1.47577595200721E+0001  7.78720440181276E-0002  1.47577595200721E+0001
 2.79172878265381E+0001  7.43643013993363E-0002  1.64535461292606E+0001  7.43643013993363E-0002  1.64535461292606E+0001  7.43643013993363E-0002  1.64535461292606E+0001
 3.22122573852539E+0001  4.65037213022408E-0002  2.15417616797290E+0001  4.65037213022408E-0002  2.15417616797290E+0001  4.65037213022408E-0002  2.15417616797290E+0001
 3.86547088623047E+0001  2.78402088709245E-0002  3.46685763054324E+0001  2.78402088709245E-0002  3.46685763054324E+0001  2.78402088709245E-0002  3.46685763054324E+0001
 4.72446441650391E+0001  3.11365097063503E-0003  1.18941867348355E+0002  3.11365097063503E-0003  1.18941867348355E+0002  3.11365097063503E-0003  1.18941867348355E+0002
 5.58345756530762E+0001 -8.98098982222357E-0003  2.84006745582813E+0002 -8.98098982222357E-0003  2.84006745582813E+0002 -8.98098982222357E-0003  2.84006745582813E+0002
 6.44245147705078E+0001 -7.22731711724415E-0003  3.18121720069733E+0002 -7.22731711724415E-0003  3.18121720069733E+0002 -7.22731711724415E-0003  3.18121720069733E+0002
 7.73094177246094E+0001 -8.05754338317821E-0003  2.30479751597772E+0002 -8.05754338317821E-0003  2.30479751597772E+0002 -8.05754338317821E-0003  2.30479751597772E+0002
 9.44892883300781E+0001 -4.52364015998740E-0003  1.99650183315629E+0002 -4.52364015998740E-0003  1.99650183315629E+0002 -4.52364015998740E-0003  1.99650183315629E+0002
 1.11669151306152E+0002 -8.66329504522656E-0003  3.16876135309116E+0002 -8.66329504522656E-0003  3.16876135309116E+0002 -8.66329504522656E-0003  3.16876135309116E+0002
 1.28849029541016E+0002  1.26416450302042E-0002  2.08539419777366E+0002  1.26416450302042E-0002  2.08539419777366E+0002  1.26416450302042E-0002  2.08539419777366E+0002
 1.54618835449219E+0002  2.80063044064079E-0002  5.19686087168070E+0002  2.80063044064079E-0002  5.19686087168070E+0002  2.80063044064079E-0002  5.19686087168070E+0002
 1.88978576660156E+0002 -5.24340874999492E-0003  2.28470245046540E+0002 -5.24340874999492E-0003  2.28470245046540E+0002 -5.24340874999492E-0003  2.28470245046540E+0002
 2.23338302612305E+0002 -6.79732998505523E-0003  5.36733966526597E+0002 -6.79732998505523E-0003  5.36733966526597E+0002 -6.79732998505523E-0003  5.36733966526597E+0002
 2.57698059082031E+0002 -2.91090212532186E-0003  2.74364351810871E+0002 -2.91090212532186E-0003  2.74364351810871E+0002 -2.91090212532186E-0003  2.74364351810871E+0002
 3.09237670898438E+0002  1.85876302960945E-0002  3.33015025245039E+0002  1.85876302960945E-0002  3.33015025245039E+0002  1.85876302960945E-0002  3.33015025245039E+0002
 3.77957153320313E+0002 -9.10835886021087E-0003  2.50029155267548E+0002 -9.10835886021087E-0003  2.50029155267548E+0002 -9.10835886021087E-0003  2.50029155267548E+0002
 4.46676605224609E+0002  1.50669415154728E-0002  4.54498573450638E+0002  1.50669415154728E-0002  4.54498573450638E+0002  1.50669415154728E-0002  4.54498573450638E+0002
 5.15396118164063E+0002 -7.51383965069445E-0003  2.60698645055365E+0002 -7.51383965069445E-0003  2.60698645055365E+0002 -7.51383965069445E-0003  2.60698645055365E+0002
 6.18475341796875E+0002  1.74230788097269E-0003  2.53380837377138E+0002  1.74230788097269E-0003  2.53380837377138E+0002  1.74230788097269E-0003  2.53380837377138E+0002
 7.55914306640625E+0002  9.45383667459828E-0005  4.19086744808815E+0002  9.45383667459828E-0005  4.19086744808815E+0002  9.45383667459828E-0005  4.19086744808815E+0002
